condition,jd_tdb,date_tdb,astronomical_year,era,display_year,month,day,time_tdb,calendar,outer_body,outer_orbit_index,outer_phase,perihelion_jd_tdb,perihelion_date_tdb,perihelion_q_km,outer_distance_km,delta_outer_km,inner_distance_km,residual_km,roots_in_orbit
3_6,780842.357069310267,2576 BCE-10-30 20:34:11,-2575,BCE,2576,10,30,20:34:11,Julian,saturn,48,Approaching perihelion,773573.102105917525,2596 BCE-12-05 14:27:02,1328006924.082275629044,1474887447.205717325211,146880523.123441696167,146880523.123440682888,-0.000010281801,2
3_6,787920.004466290236,2556 BCE-03-17 12:06:26,-2555,BCE,2556,3,17,12:06:26,Julian,saturn,49,Receding from perihelion,784355.329363289638,2566 BCE-06-13 19:54:17,1330110091.702474832535,1481419006.827044487000,151308915.124569654465,151308915.124570161104,-0.000010281801,2
3_6,791547.189104508841,2546 BCE-02-20 16:32:19,-2545,BCE,2546,2,20,16:32:19,Julian,saturn,49,Approaching perihelion,784355.329363289638,2566 BCE-06-13 19:54:17,1330110091.702474832535,1480365975.534165382385,150255883.831690549850,150255883.831687033176,-0.000010281801,2
3_6,798607.065920826513,2527 BCE-06-20 13:34:56,-2526,BCE,2527,6,20,13:34:56,Julian,saturn,50,Receding from perihelion,795089.173921992537,2537 BCE-11-01 16:10:27,1327647657.644166707993,1479337238.950301170349,151689581.306134462357,151689581.306137472391,-0.000010281801,2
3_6,802356.576888151467,2517 BCE-09-25 01:50:43,-2516,BCE,2517,9,25,01:50:43,Julian,saturn,50,Approaching perihelion,795089.173921992537,2537 BCE-11-01 16:10:27,1327647657.644166707993,1475274905.815457582474,147627248.171290874481,147627248.171290606260,-0.000010281801,2
3_6,809327.932930046576,2498 BCE-10-27 10:23:25,-2497,BCE,2498,10,27,10:23:25,Julian,saturn,51,Receding from perihelion,805869.892242871341,2507 BCE-05-09 09:24:50,1329781671.858240604401,1476704466.994095563889,146922795.135854959488,146922795.135850101709,-0.000010281801,2
3_6,813095.164845927153,2487 BCE-02-18 15:57:23,-2486,BCE,2487,2,18,15:57:23,Julian,saturn,51,Approaching perihelion,805869.892242871341,2507 BCE-05-09 09:24:50,1329781671.858240604401,1479928450.835874795914,150146778.977634191513,150146778.977636277676,-0.000010281801,2
3_6,820114.408901111223,2468 BCE-05-08 21:48:49,-2467,BCE,2468,5,8,21:48:49,Julian,saturn,52,Receding from perihelion,816611.574489364401,2478 BCE-10-06 01:47:16,1327057208.537834167480,1479395507.277474403381,152338298.739640235901,152338298.739642441273,-0.000010281801,2
3_6,823882.215834369999,2458 BCE-09-01 17:10:48,-2457,BCE,2458,9,1,17:10:48,Julian,saturn,52,Approaching perihelion,816611.574489364401,2478 BCE-10-06 01:47:16,1327057208.537834167480,1475655678.585827589035,148598470.047993421555,148598470.047993063927,-0.000010281801,2
3_6,830852.471315474948,2439 BCE-10-01 23:18:42,-2438,BCE,2439,10,1,23:18:42,Julian,saturn,53,Receding from perihelion,827386.734360206989,2448 BCE-04-06 05:37:29,1329501830.694598674774,1476954900.108381748199,147453069.413783073425,147453069.413786709309,-0.000010281801,2
3_6,834647.872097584419,2428 BCE-02-21 08:55:49,-2427,BCE,2428,2,21,08:55:49,Julian,saturn,53,Approaching perihelion,827386.734360206989,2448 BCE-04-06 05:37:29,1329501830.694598674774,1479756302.747456312180,150254472.052857637405,150254472.052849531174,-0.000010281801,2
3_6,841598.555797371082,2409 BCE-03-04 01:20:21,-2408,BCE,2409,3,4,01:20:21,Julian,saturn,54,Receding from perihelion,838147.795735597378,2419 BCE-09-22 07:05:52,1326710905.113384723663,1477444907.873861789703,150734002.760477066040,150734002.760478645563,-0.000010281801,2
3_6,845451.741010284866,2399 BCE-09-21 05:47:03,-2398,BCE,2399,9,21,05:47:03,Julian,saturn,54,Approaching perihelion,838147.795735597378,2419 BCE-09-22 07:05:52,1326710905.113384723663,1474533002.987263202667,147822097.873878479004,147822097.873877942562,-0.000010281801,2
3_6,852383.791017732117,2380 BCE-09-13 06:59:04,-2379,BCE,2380,9,13,06:59:04,Julian,saturn,55,Receding from perihelion,848906.393894781591,2389 BCE-03-06 21:27:13,1328984046.033569812775,1477111667.775962591171,148127621.742392778397,148127621.742396831512,-0.000010281801,2
3_6,856205.110255923006,2369 BCE-02-29 14:38:46,-2368,BCE,2369,2,29,14:38:46,Julian,saturn,55,Approaching perihelion,848906.393894781591,2389 BCE-03-06 21:27:13,1328984046.033569812775,1479549478.752778768539,150565432.719208955765,150565432.719211012125,-0.000010281801,2
3_6,863063.610982605955,2351 BCE-12-10 02:39:49,-2350,BCE,2351,12,10,02:39:49,Julian,saturn,56,Receding from perihelion,859689.437682396849,2360 BCE-09-13 22:30:16,1326527822.866184234619,1473759802.446388006210,147231979.580203771591,147231979.580202251673,-0.000010281801,2
3_6,867019.216275431565,2340 BCE-10-08 17:11:26,-2339,BCE,2340,10,8,17:11:26,Julian,saturn,56,Approaching perihelion,859689.437682396849,2360 BCE-09-13 22:30:16,1326527822.866184234619,1473817627.608349323273,147289804.742165088654,147289804.742164224386,-0.000010281801,2
3_6,873927.631083848304,2321 BCE-09-07 03:08:46,-2320,BCE,2321,9,7,03:08:46,Julian,saturn,57,Receding from perihelion,870435.191278401529,2330 BCE-02-14 16:35:26,1328736001.221645355225,1477133868.280444383621,148397867.058799028397,148397867.058808803558,-0.000010281801,2
3_6,877762.424980450887,2310 BCE-03-08 22:11:58,-2309,BCE,2310,3,8,22:11:58,Julian,saturn,57,Approaching perihelion,870435.191278401529,2330 BCE-02-14 16:35:26,1328736001.221645355225,1479604454.271057367325,150868453.049412012100,150868453.049409717321,-0.000010281801,2
3_6,884605.607093508122,2292 BCE-12-02 02:34:13,-2291,BCE,2292,12,2,02:34:13,Julian,saturn,58,Receding from perihelion,881240.692985198693,2301 BCE-09-15 04:37:54,1326379461.629616022110,1473437303.842528343201,147057842.212912321091,147057842.212912499905,-0.000010281801,2
3_6,888584.596985616954,2281 BCE-10-24 02:19:40,-2280,BCE,2281,10,24,02:19:40,Julian,saturn,58,Approaching perihelion,881240.692985198693,2301 BCE-09-15 04:37:54,1326379461.629616022110,1473372617.845381259918,146993156.215765237808,146993156.215765833855,-0.000010281801,2
3_6,895476.120154082892,2262 BCE-09-06 14:53:01,-2261,BCE,2262,9,6,14:53:01,Julian,saturn,59,Receding from perihelion,891971.774594045361,2271 BCE-02-01 06:35:25,1328483108.832800626755,1476956342.568727731705,148473233.735927104950,148473233.735926717520,-0.000010281801,2
3_6,899317.261986710131,2251 BCE-03-13 18:17:16,-2250,BCE,2251,3,13,18:17:16,Julian,saturn,59,Approaching perihelion,891971.774594045361,2271 BCE-02-01 06:35:25,1328483108.832800626755,1479533484.004661083221,151050375.171860456467,151050375.171858280897,-0.000010281801,2
3_6,906201.362069727504,2232 BCE-01-16 20:41:23,-2231,BCE,2232,1,16,20:41:23,Julian,saturn,60,Receding from perihelion,902795.534353971947,2242 BCE-09-21 00:49:28,1326814115.648683547974,1475347578.511578559875,148533462.862895011902,148533462.862894743681,-0.000010281801,2
3_6,910133.649982218049,2222 BCE-10-24 03:35:58,-2221,BCE,2222,10,24,03:35:58,Julian,saturn,60,Approaching perihelion,902795.534353971947,2242 BCE-09-21 00:49:28,1326814115.648683547974,1473829429.247194766998,147015313.598511219025,147015313.598509252071,-0.000010281801,2
3_6,917029.873879094957,2203 BCE-09-10 08:58:23,-2202,BCE,2203,9,10,08:58:23,Julian,saturn,61,Receding from perihelion,913521.236497594626,2212 BCE-01-31 17:40:33,1328350684.871576547623,1476676868.855245590210,148326183.983669042587,148326183.983667016029,-0.000010281801,2
3_6,920869.104786433629,2192 BCE-03-15 14:30:54,-2191,BCE,2192,3,15,14:30:54,Julian,saturn,61,Approaching perihelion,913521.236497594626,2212 BCE-01-31 17:40:33,1328350684.871576547623,1479455300.420077800751,151104615.548501253128,151104615.548498749733,-0.000010281801,2
3_6,927844.342944845674,2173 BCE-04-19 20:13:50,-2172,BCE,2173,4,19,20:13:50,Julian,saturn,62,Receding from perihelion,924350.345844271942,2183 BCE-09-25 20:18:01,1327305003.210397720337,1479425813.336787700653,152120810.126389980316,152120810.126378953457,-0.000010281801,2
3_6,931664.761597367469,2163 BCE-10-05 06:16:42,-2162,BCE,2163,10,5,06:16:42,Julian,saturn,62,Approaching perihelion,924350.345844271942,2183 BCE-09-25 20:18:01,1327305003.210397720337,1474749502.256887912750,147444499.046490192413,147444499.046488791704,-0.000010281801,2
3_6,938591.031408129958,2144 BCE-09-21 12:45:14,-2143,BCE,2144,9,21,12:45:14,Julian,saturn,63,Receding from perihelion,935070.914660019567,2153 BCE-02-01 09:57:07,1328685071.530435085297,1476584117.730273962021,147899046.199838876724,147899046.199842005968,-0.000010281801,2
3_6,942411.072572120116,2133 BCE-03-07 13:44:30,-2132,BCE,2133,3,7,13:44:30,Julian,saturn,63,Approaching perihelion,935070.914660019567,2153 BCE-02-01 09:57:07,1328685071.530435085297,1479449616.558012485504,150764545.027577400208,150764545.027615755796,-0.000010281801,2
3_6,949430.996139977127,2114 BCE-05-27 11:54:26,-2113,BCE,2114,5,27,11:54:26,Julian,saturn,64,Receding from perihelion,945906.734755913611,2124 BCE-10-02 05:38:03,1328130673.384730339050,1480377841.330037832260,152247167.945307493210,152247167.945306360722,-0.000010281801,2
3_6,953100.597622593632,2104 BCE-06-13 02:20:35,-2103,BCE,2104,6,13,02:20:35,Julian,saturn,64,Approaching perihelion,945906.734755913611,2124 BCE-10-02 05:38:03,1328130673.384730339050,1480099488.331367492676,151968814.946637153625,151968814.946627348661,-0.000010281801,2
3_6,960152.742370116292,2085 BCE-10-03 05:49:01,-2084,BCE,2085,10,3,05:49:01,Julian,saturn,65,Receding from perihelion,956621.706262902590,2094 BCE-02-02 04:57:01,1329077118.458426475525,1476591290.813992977142,147514172.355566501617,147514172.355570316315,-0.000010281801,2
3_6,963943.990043016500,2074 BCE-02-19 11:45:40,-2073,BCE,2074,2,19,11:45:40,Julian,saturn,65,Approaching perihelion,956621.706262902590,2094 BCE-02-02 04:57:01,1329077118.458426475525,1479072664.623070001602,149995546.164643526077,149995546.164630532265,-0.000010281801,2
3_6,971006.793963186443,2055 BCE-06-22 07:03:18,-2054,BCE,2055,6,22,07:03:18,Julian,saturn,66,Receding from perihelion,967451.393540361081,2065 BCE-09-26 21:26:42,1329271484.985535621643,1481017885.511919736862,151746400.526384115219,151746400.526386260986,-0.000010281801,2
3_6,974602.780777180567,2045 BCE-04-26 06:44:19,-2044,BCE,2045,4,26,06:44:19,Julian,saturn,66,Approaching perihelion,967451.393540361081,2065 BCE-09-26 21:26:42,1329271484.985535621643,1481465963.062563180923,152194478.077027559280,152194478.077030211687,-0.000010281801,2
3_6,981718.841886537499,2026 BCE-10-20 08:12:19,-2025,BCE,2026,10,20,08:12:19,Julian,saturn,67,Receding from perihelion,978169.051070881775,2035 BCE-01-30 13:13:33,1329813300.553004264832,1476929408.996824502945,147116108.443820238113,147116108.443817526102,-0.000010281801,2
3_6,985468.875055367826,2015 BCE-01-25 09:00:05,-2014,BCE,2015,1,25,09:00:05,Julian,saturn,67,Approaching perihelion,978169.051070881775,2035 BCE-01-30 13:13:33,1329813300.553004264832,1478631093.038278579712,148817792.485274314880,148817792.485234498978,-0.000010281801,2
3_6,992575.271338910912,1996 BCE-07-10 18:30:44,-1995,BCE,1996,7,10,18:30:44,Julian,saturn,68,Receding from perihelion,988991.009128244012,2006 BCE-09-17 12:13:09,1330428308.659171819687,1481565507.497858285904,151137198.838686466217,151137198.838683903217,-0.000010281801,2
3_6,996116.198218097095,1986 BCE-03-21 16:45:26,-1985,BCE,1986,3,21,16:45:26,Julian,saturn,68,Approaching perihelion,988991.009128244012,2006 BCE-09-17 12:13:09,1330428308.659171819687,1481659719.706484317780,151231411.047312498093,151231411.047337949276,-0.000010281801,2
3_6,1003276.806245413958,1967 BCE-10-28 07:20:59,-1966,BCE,1967,10,28,07:20:59,Julian,saturn,69,Receding from perihelion,999703.202811209019,1976 BCE-01-14 16:52:03,1330530644.592179298401,1477522608.910650014877,146991964.318470716476,146991964.318467408419,-0.000010281801,2
3_6,1006982.043362319004,1957 BCE-12-19 13:02:27,-1956,BCE,1957,12,19,13:02:27,Julian,saturn,69,Approaching perihelion,999703.202811209019,1976 BCE-01-14 16:52:03,1330530644.592179298401,1477936305.771017074585,147405661.178837776184,147405661.178837269545,-0.000010281801,2
3_6,1014140.192910993239,1937 BCE-07-25 16:37:48,-1936,BCE,1937,7,25,16:37:48,Julian,saturn,70,Receding from perihelion,1010519.824027711991,1947 BCE-08-27 07:46:36,1331759994.682759284973,1482298312.221508741379,150538317.538749456406,150538317.538762152195,-0.000010281801,2
3_6,1017630.221978394547,1927 BCE-02-13 17:19:39,-1926,BCE,1927,2,13,17:19:39,Julian,saturn,70,Approaching perihelion,1010519.824027711991,1947 BCE-08-27 07:46:36,1331759994.682759284973,1481430270.752750635147,149670276.069991350174,149670276.069994539022,-0.000010281801,2
3_6,1024827.757506140624,1908 BCE-10-29 06:10:49,-1907,BCE,1908,10,29,06:10:49,Julian,saturn,71,Receding from perihelion,1021231.474939430365,1918 BCE-12-24 23:23:55,1331271942.800870895386,1478255970.249523878098,146984027.448652982712,146984027.448649644852,-0.000010281801,2
3_6,1028349.093982888618,1898 BCE-06-20 14:15:20,-1897,BCE,1898,6,20,14:15:20,Julian,saturn,71,Approaching perihelion,1021231.474939430365,1918 BCE-12-24 23:23:55,1331271942.800870895386,1483110657.818530797958,151838715.017659902573,151838715.017659872770,-0.000010281801,2
3_6,1035691.597938879509,1878 BCE-07-28 02:21:02,-1877,BCE,1878,7,28,02:21:02,Julian,saturn,72,Receding from perihelion,1032034.283099374268,1888 BCE-07-22 18:47:40,1332746680.951301097870,1483239416.652480363846,150492735.701179265976,150492735.701174855232,-0.000010281801,2
3_6,1039143.013359260978,1868 BCE-01-07 12:19:14,-1867,BCE,1868,1,7,12:19:14,Julian,saturn,72,Approaching perihelion,1032034.283099374268,1888 BCE-07-22 18:47:40,1332746680.951301097870,1480765108.643271446228,148018427.691970348358,148018427.691966861486,-0.000010281801,2
3_6,1046367.441980902804,1849 BCE-10-18 22:36:27,-1848,BCE,1849,10,18,22:36:27,Julian,saturn,73,Receding from perihelion,1042747.120463880361,1859 BCE-11-20 14:53:28,1331947640.864952564240,1479114400.384725332260,147166759.519772768021,147166759.519769638777,-0.000010281801,2
3_6,1049818.460407233331,1839 BCE-03-31 23:02:59,-1838,BCE,1839,3,31,23:02:59,Julian,saturn,73,Approaching perihelion,1042747.120463880361,1859 BCE-11-20 14:53:28,1331947640.864952564240,1483494765.804913997650,151547124.939961433411,151547124.939954072237,-0.000010281801,2
3_6,1057235.937039159238,1819 BCE-07-22 10:29:20,-1818,BCE,1819,7,22,10:29:20,Julian,saturn,74,Receding from perihelion,1053543.681380442344,1829 BCE-06-12 04:21:11,1333594744.045629024506,1484340828.086393356323,150746084.040764331818,150746084.040766984224,-0.000010281801,2
3_6,1060647.804187178146,1810 BCE-11-24 07:18:02,-1809,BCE,1810,11,24,07:18:02,Julian,saturn,74,Approaching perihelion,1053543.681380442344,1829 BCE-06-12 04:21:11,1333594744.045629024506,1480515489.568263769150,146920745.522634744644,146920745.522628158331,-0.000010281801,2
3_6,1067891.449761018390,1790 BCE-09-23 22:47:39,-1789,BCE,1790,9,23,22:47:39,Julian,saturn,75,Receding from perihelion,1064255.783429430565,1800 BCE-10-10 06:48:08,1332116712.847717761993,1480075441.479018926620,147958728.631301164627,147958728.631293594837,-0.000010281801,2
3_6,1071330.279347185977,1780 BCE-02-21 18:42:16,-1779,BCE,1780,2,21,18:42:16,Julian,saturn,75,Approaching perihelion,1064255.783429430565,1800 BCE-10-10 06:48:08,1332116712.847717761993,1482109960.562168836594,149993247.714451074600,149993247.714460283518,-0.000010281801,2
3_6,1078769.290920080151,1760 BCE-07-05 18:58:55,-1759,BCE,1760,7,5,18:58:55,Julian,saturn,76,Receding from perihelion,1075044.614796451293,1770 BCE-04-25 02:45:18,1334099965.206417798996,1485490940.367037296295,151390975.160619497299,151390975.160593807697,-0.000010281801,2
3_6,1082014.356326061767,1751 BCE-05-24 20:33:07,-1750,BCE,1751,5,24,20:33:07,Julian,saturn,76,Approaching perihelion,1075044.614796451293,1770 BCE-04-25 02:45:18,1334099965.206417798996,1486381123.686484336853,152281158.480066537857,152281158.480067849159,-0.000010281801,2
3_6,1089415.066730108811,1731 BCE-08-28 13:36:05,-1730,BCE,1731,8,28,13:36:05,Julian,saturn,77,Receding from perihelion,1085761.630530999741,1741 BCE-08-27 03:07:58,1332224920.851332187653,1481324430.715721130371,149099509.864388942719,149099509.864380449057,-0.000010281801,2
3_6,1092850.677175430348,1721 BCE-01-24 04:15:08,-1720,BCE,1721,1,24,04:15:08,Julian,saturn,77,Approaching perihelion,1085761.630530999741,1741 BCE-08-27 03:07:58,1332224920.851332187653,1480844020.070697069168,148619099.219364881516,148619099.219355583191,-0.000010281801,2
3_6,1100283.005295140203,1701 BCE-05-30 12:07:38,-1700,BCE,1701,5,30,12:07:38,Julian,saturn,78,Receding from perihelion,1096546.731366920751,1711 BCE-03-08 05:33:10,1334055295.700033664703,1486286506.124079942703,152231210.424046278000,152231210.424046099186,-0.000010281801,2
3_6,1103532.983148483327,1692 BCE-04-23 11:35:44,-1691,BCE,1692,4,23,11:35:44,Julian,saturn,78,Approaching perihelion,1096546.731366920751,1711 BCE-03-08 05:33:10,1334055295.700033664703,1486138199.026785373688,152082903.326751708984,152082903.326748192310,-0.000010281801,2
3_6,1110931.173641306115,1672 BCE-07-25 16:10:03,-1671,BCE,1672,7,25,16:10:03,Julian,saturn,79,Receding from perihelion,1107265.537437684834,1682 BCE-07-13 00:53:55,1331880529.135145187378,1482534814.847877264023,150654285.712732076645,150654285.712725996971,-0.000010281801,2
3_6,1114379.405500578461,1662 BCE-01-02 21:43:55,-1661,BCE,1662,1,2,21:43:55,Julian,saturn,79,Approaching perihelion,1107265.537437684834,1682 BCE-07-13 00:53:55,1331880529.135145187378,1479644660.126504659653,147764130.991359472275,147764130.991365075111,-0.000010281801,2
3_6,1121657.138526413823,1643 BCE-12-06 15:19:29,-1642,BCE,1643,12,6,15:19:29,Julian,saturn,80,Receding from perihelion,1118050.418477629311,1652 BCE-01-20 22:02:36,1333980818.039029598236,1481036537.208879947662,147055719.169850349426,147055719.169852972031,-0.000010281801,2
3_6,1125069.839772180654,1633 BCE-04-10 08:09:16,-1632,BCE,1633,4,10,08:09:16,Julian,saturn,80,Approaching perihelion,1118050.418477629311,1652 BCE-01-20 22:02:36,1333980818.039029598236,1485758348.508953571320,151777530.469923973083,151777530.469921261072,-0.000010281801,2
3_6,1132440.452223932138,1613 BCE-06-14 22:51:12,-1612,BCE,1613,6,14,22:51:12,Julian,saturn,81,Receding from perihelion,1128780.570886275498,1623 BCE-06-08 01:42:05,1331292331.800048828125,1483295542.668099880219,152003210.868051052094,152003210.868046075106,-0.000010281801,2
3_6,1135920.047486444935,1604 BCE-12-24 13:08:23,-1603,BCE,1604,12,24,13:08:23,Julian,saturn,81,Approaching perihelion,1128780.570886275498,1623 BCE-06-08 01:42:05,1331292331.800048828125,1478751809.216225624084,147459477.416176795959,147459477.416184246540,-0.000010281801,2
3_6,1143154.443574158708,1584 BCE-10-14 22:38:45,-1583,BCE,1584,10,14,22:38:45,Julian,saturn,82,Receding from perihelion,1139559.219725619536,1594 BCE-12-11 17:16:24,1333525217.087252616882,1480871160.285287618637,147345943.198035001755,147345943.198033243418,-0.000010281801,2
3_6,1146617.556325489189,1574 BCE-04-09 01:21:07,-1573,BCE,1574,4,9,01:21:07,Julian,saturn,82,Approaching perihelion,1139559.219725619536,1594 BCE-12-11 17:16:24,1333525217.087252616882,1485227485.179698228836,151702268.092445611954,151702268.092411756516,-0.000010281801,2
3_6,1153927.816094589420,1554 BCE-04-14 07:35:11,-1553,BCE,1554,4,14,07:35:11,Julian,saturn,83,Receding from perihelion,1150300.359331170097,1564 BCE-05-08 20:37:26,1330854705.482204198837,1482695240.992233753204,151840535.510029554367,151840535.510028123856,-0.000010281801,2
3_6,1157466.601237780182,1545 BCE-12-21 02:25:47,-1544,BCE,1545,12,21,02:25:47,Julian,saturn,83,Approaching perihelion,1150300.359331170097,1564 BCE-05-08 20:37:26,1330854705.482204198837,1478215289.162864923477,147360583.680660724640,147360583.680660337210,-0.000010281801,2
3_6,1164678.878377931193,1525 BCE-09-19 09:04:52,-1524,BCE,1525,9,19,09:04:52,Julian,saturn,84,Receding from perihelion,1161077.024072524393,1535 BCE-11-09 12:34:40,1333092603.789838790894,1481309603.632792711258,148216999.842953920364,148216999.842959135771,-0.000010281801,2
3_6,1168174.247539845295,1515 BCE-04-15 17:56:27,-1514,BCE,1515,4,15,17:56:27,Julian,saturn,84,Approaching perihelion,1161077.024072524393,1535 BCE-11-09 12:34:40,1333092603.789838790894,1484962336.342049837112,151869732.552211046219,151869732.552210479975,-0.000010281801,2
3_6,1175324.238390510203,1496 BCE-11-11 17:43:17,-1495,BCE,1496,11,11,17:43:17,Julian,saturn,85,Receding from perihelion,1171832.657712181564,1505 BCE-04-21 03:47:06,1330315742.496706008911,1477236774.358510732651,146921031.861804723740,146921031.861803323030,-0.000010281801,2
3_6,1179020.074173243251,1486 BCE-12-25 13:46:49,-1485,BCE,1486,12,25,13:46:49,Julian,saturn,85,Approaching perihelion,1171832.657712181564,1505 BCE-04-21 03:47:06,1330315742.496706008911,1477763455.921040534973,147447713.424334526062,147447713.424334406853,-0.000010281801,2
3_6,1186211.987057847902,1466 BCE-09-03 11:41:22,-1465,BCE,1466,9,3,11:41:22,Julian,saturn,86,Receding from perihelion,1182592.779890134698,1476 BCE-10-06 06:43:03,1332706583.199975967407,1481662135.264307260513,148955552.064331293106,148955552.064336568117,-0.000010281801,2
3_6,1189732.885786206927,1456 BCE-04-24 09:15:32,-1455,BCE,1456,4,24,09:15:32,Julian,saturn,86,Approaching perihelion,1182592.779890134698,1476 BCE-10-06 06:43:03,1332706583.199975967407,1484754952.976542472839,152048369.776566505432,152048369.776571661234,-0.000010281801,2
3_6,1196860.827267640736,1437 BCE-10-29 07:51:16,-1436,BCE,1437,10,29,07:51:16,Julian,saturn,87,Receding from perihelion,1193376.624581891345,1446 BCE-04-16 02:59:24,1330175112.683372259140,1477248475.958986043930,147073363.275613784790,147073363.275620937347,-0.000010281801,2
3_6,1200575.360641340725,1427 BCE-12-30 20:39:19,-1426,BCE,1427,12,30,20:39:19,Julian,saturn,87,Approaching perihelion,1193376.624581891345,1446 BCE-04-16 02:59:24,1330175112.683372259140,1477772544.726673364639,147597432.043301105499,147597432.043302416801,-0.000010281801,2
3_6,1207753.049904054729,1407 BCE-08-25 13:11:52,-1406,BCE,1407,8,25,13:11:52,Julian,saturn,88,Receding from perihelion,1204119.067419997649,1417 BCE-09-12 13:37:05,1332340391.062779903412,1481721636.783638477325,149381245.720858573914,149381245.720867753029,-0.000010281801,2
3_6,1211292.636936780531,1397 BCE-05-04 03:17:11,-1396,BCE,1397,5,4,03:17:11,Julian,saturn,88,Approaching perihelion,1204119.067419997649,1417 BCE-09-12 13:37:05,1332340391.062779903412,1484530449.505659818649,152190058.442879915237,152190058.442886203527,-0.000010281801,2
3_6,1218406.591815492837,1378 BCE-10-26 02:12:13,-1377,BCE,1378,10,26,02:12:13,Julian,saturn,89,Receding from perihelion,1214923.415179828880,1387 BCE-04-12 21:57:52,1330172441.019086122513,1477327003.998101234436,147154562.979015111923,147154562.979008197784,-0.000010281801,2
3_6,1222128.677358094370,1367 BCE-01-03 04:15:24,-1366,BCE,1367,1,3,04:15:24,Julian,saturn,89,Approaching perihelion,1214923.415179828880,1387 BCE-04-12 21:57:52,1330172441.019086122513,1477867519.628933429718,147695078.609847307205,147695078.609840571880,-0.000010281801,2
3_6,1229304.057276436826,1348 BCE-08-26 13:22:29,-1347,BCE,1348,8,26,13:22:29,Julian,saturn,90,Receding from perihelion,1225655.126958649373,1358 BCE-08-30 15:02:49,1332274604.107298851013,1481625490.580544233322,149350886.473245382309,149350886.473248332739,-0.000010281801,2
3_6,1232848.113353097346,1338 BCE-05-10 14:43:14,-1337,BCE,1338,5,10,14:43:14,Julian,saturn,90,Approaching perihelion,1225655.126958649373,1358 BCE-08-30 15:02:49,1332274604.107298851013,1484514850.071052312851,152240245.963753461838,152240245.963757395744,-0.000010281801,2
3_6,1239966.570010266500,1319 BCE-11-05 01:40:49,-1318,BCE,1319,11,5,01:40:49,Julian,saturn,91,Receding from perihelion,1236479.253999986686,1328 BCE-04-18 18:05:46,1330489295.823239564896,1477492396.266889810562,147003100.443650245667,147003100.443651556969,-0.000010281801,2
3_6,1243678.660409733886,1308 BCE-01-03 03:50:59,-1307,BCE,1308,1,3,03:50:59,Julian,saturn,91,Approaching perihelion,1236479.253999986686,1328 BCE-04-18 18:05:46,1330489295.823239564896,1478176237.909843683243,147686942.086604118347,147686942.086603283882,-0.000010281801,2
3_6,1250856.695746892365,1289 BCE-08-29 04:41:53,-1288,BCE,1289,8,29,04:41:53,Julian,saturn,92,Receding from perihelion,1247199.244856137084,1299 BCE-08-24 17:52:36,1332175591.322135448456,1481420599.655034780502,149245008.332899332047,149245008.332900941372,-0.000010281801,2
3_6,1254396.536718990654,1279 BCE-05-09 00:52:53,-1278,BCE,1279,5,9,00:52:53,Julian,saturn,92,Approaching perihelion,1247199.244856137084,1299 BCE-08-24 17:52:36,1332175591.322135448456,1484400170.782193422318,152224579.460057973862,152224579.460062474012,-0.000010281801,2
3_6,1261544.818015852245,1260 BCE-12-03 07:37:57,-1259,BCE,1260,12,3,07:37:57,Julian,saturn,93,Receding from perihelion,1258033.569364381023,1269 BCE-04-23 01:39:53,1331199277.517735719681,1478184531.293128728867,146985253.775393009186,146985253.775407463312,-0.000010281801,2
3_6,1265220.861491994699,1250 BCE-12-27 08:40:33,-1249,BCE,1250,12,27,08:40:33,Julian,saturn,93,Approaching perihelion,1258033.569364381023,1269 BCE-04-23 01:39:53,1331199277.517735719681,1478643821.571088790894,147444544.053353071213,147444544.053352117538,-0.000010281801,2
3_6,1272417.363359949319,1230 BCE-09-09 20:43:14,-1229,BCE,1230,9,9,20:43:14,Julian,saturn,94,Receding from perihelion,1268751.502884267364,1240 BCE-08-27 00:04:09,1332459577.206993341446,1481237196.657500505447,148777619.450507164001,148777619.450511544943,-0.000010281801,2
3_6,1275933.699658882106,1220 BCE-04-26 04:47:31,-1219,BCE,1220,4,26,04:47:31,Julian,saturn,94,Approaching perihelion,1268751.502884267364,1240 BCE-08-27 00:04:09,1332459577.206993341446,1484490698.934356689453,152031121.727363348007,152031121.727363586426,-0.000010281801,2
3_6,1283225.389659120701,1200 BCE-04-12 21:21:07,-1199,BCE,1200,4,12,21:21:07,Julian,saturn,95,Receding from perihelion,1279586.486359546427,1210 BCE-04-26 23:40:21,1331897090.925771951675,1483605696.915425539017,151708605.989653587341,151708605.989654242992,-0.000010281801,2
3_6,1286756.077080865391,1191 BCE-12-12 13:50:59,-1190,BCE,1191,12,12,13:50:59,Julian,saturn,95,Approaching perihelion,1279586.486359546427,1210 BCE-04-26 23:40:21,1331897090.925771951675,1479003650.273702144623,147106559.347930192947,147106559.347936749458,-0.000010281801,2
3_6,1293980.096168030985,1171 BCE-09-22 14:18:29,-1170,BCE,1171,9,22,14:18:29,Julian,saturn,96,Receding from perihelion,1290299.738987239543,1181 BCE-08-25 05:44:08,1332893308.599123954773,1481145408.206935882568,148252099.607811927795,148252099.607817858458,-0.000010281801,2
