condition,jd_tdb,date_tdb,astronomical_year,era,display_year,month,day,time_tdb,calendar,outer_body,outer_orbit_index,outer_phase,perihelion_jd_tdb,perihelion_date_tdb,perihelion_q_km,outer_distance_km,delta_outer_km,inner_distance_km,residual_km,roots_in_orbit
3_6,368044.076344869973,3706 BCE-08-26 13:49:56,-3705,BCE,3706,8,26,13:49:56,Julian,saturn,10,Receding from perihelion,364644.286215621803,3715 BCE-05-05 18:52:09,1326214460.309207439423,1474549313.223373413086,148334852.914165973663,148334852.914164572954,-0.000010281801,2
3_6,371893.501297394629,3695 BCE-03-11 00:01:52,-3694,BCE,3695,3,11,00:01:52,Julian,saturn,10,Approaching perihelion,364644.286215621803,3715 BCE-05-05 18:52:09,1326214460.309207439423,1477699394.540218591690,151484934.231011152267,151484934.231009393930,-0.000010281801,2
3_6,378838.249359241338,3676 BCE-03-15 17:59:05,-3675,BCE,3676,3,15,17:59:05,Julian,saturn,11,Receding from perihelion,375357.801761276089,3686 BCE-09-04 07:14:32,1325211918.372014045715,1476866196.555413246155,151654278.183399200439,151654278.183398991823,-0.000010281801,2
3_6,382744.536701940699,3666 BCE-11-25 00:52:51,-3665,BCE,3666,11,25,00:52:51,Julian,saturn,11,Approaching perihelion,375357.801761276089,3686 BCE-09-04 07:14:32,1325211918.372014045715,1472326129.241455078125,147114210.869441032410,147114210.869440644979,-0.000010281801,2
3_6,389576.116751772235,3647 BCE-08-08 14:48:07,-3646,BCE,3647,8,8,14:48:07,Julian,saturn,12,Receding from perihelion,386146.049332337396,3656 BCE-03-18 13:11:02,1326771648.513131856918,1475944670.035561800003,149173021.522429943085,149173021.522429674864,-0.000010281801,2
3_6,393409.445312012569,3636 BCE-02-04 22:41:15,-3635,BCE,3636,2,4,22:41:15,Julian,saturn,12,Approaching perihelion,386146.049332337396,3656 BCE-03-18 13:11:02,1326771648.513131856918,1476809949.640746593475,150038301.127614736557,150038301.127627372742,-0.000010281801,2
3_6,400241.361313013767,3618 BCE-10-20 20:40:17,-3617,BCE,3618,10,20,20:40:17,Julian,saturn,13,Receding from perihelion,396862.748497686058,3627 BCE-07-21 05:57:50,1325421674.888747930527,1472257073.204849243164,146835398.316101312637,146835398.316100090742,-0.000010281801,2
3_6,404170.145914018503,3607 BCE-07-23 15:30:07,-3606,BCE,3607,7,23,15:30:07,Julian,saturn,13,Approaching perihelion,396862.748497686058,3627 BCE-07-21 05:57:50,1325421674.888747930527,1475370518.722001314163,149948843.833253383636,149948843.833253502846,-0.000010281801,2
3_6,411103.457389226009,3588 BCE-07-16 22:58:38,-3587,BCE,3588,7,16,22:58:38,Julian,saturn,14,Receding from perihelion,407650.031630381825,3597 BCE-02-01 12:45:33,1327080525.398404121399,1477341621.329813480377,150261095.931409358978,150261095.931420594454,-0.000010281801,2
3_6,414933.913941816718,3577 BCE-01-11 09:56:05,-3576,BCE,3577,1,11,09:56:05,Julian,saturn,14,Approaching perihelion,407650.031630381825,3597 BCE-02-01 12:45:33,1327080525.398404121399,1475890091.851548671722,148809566.453144550323,148809566.453146219254,-0.000010281801,2
3_6,421746.478597915790,3559 BCE-09-05 23:29:11,-3558,BCE,3559,9,5,23:29:11,Julian,saturn,15,Receding from perihelion,418365.849483315600,3568 BCE-06-04 08:23:15,1325121387.036125421524,1473071178.349392890930,147949791.313267469406,147949791.313265800476,-0.000010281801,2
3_6,425622.252123649698,3548 BCE-04-16 18:03:03,-3547,BCE,3548,4,16,18:03:03,Julian,saturn,15,Approaching perihelion,418365.849483315600,3568 BCE-06-04 08:23:15,1325121387.036125421524,1477435290.931309938431,152313903.895184516907,152313903.895184069872,-0.000010281801,2
3_6,432624.012358372158,3529 BCE-06-17 12:17:48,-3528,BCE,3529,6,17,12:17:48,Julian,saturn,16,Receding from perihelion,429151.173328119097,3539 BCE-12-14 16:09:36,1327073038.110253095627,1478564781.378914594650,151491743.268661499023,151491743.268663823605,-0.000010281801,2
3_6,436466.230565466743,3519 BCE-12-24 17:32:01,-3518,BCE,3519,12,24,17:32:01,Julian,saturn,16,Approaching perihelion,429151.173328119097,3539 BCE-12-14 16:09:36,1327073038.110253095627,1475098709.686966657639,148025671.576713562012,148025671.576730906963,-0.000010281801,2
3_6,443263.078644886380,3500 BCE-08-03 13:53:15,-3499,BCE,3500,8,3,13:53:15,Julian,saturn,17,Receding from perihelion,439876.146649844886,3509 BCE-04-25 15:31:11,1324745263.598807573318,1474206016.442511081696,149460752.843703508377,149460752.843701452017,-0.000010281801,2
3_6,447150.488433817110,3489 BCE-03-25 23:43:21,-3488,BCE,3489,3,25,23:43:21,Julian,saturn,17,Approaching perihelion,439876.146649844886,3509 BCE-04-25 15:31:11,1324745263.598807573318,1476649508.737342119217,151904245.138534545898,151904245.138534128666,-0.000010281801,2
3_6,454130.235730834713,3470 BCE-05-05 17:39:27,-3469,BCE,3470,5,5,17:39:27,Julian,saturn,18,Receding from perihelion,450659.188834670116,3480 BCE-11-02 16:31:55,1326607140.162581682205,1478980670.623158693314,152373530.460577011108,152373530.460578888655,-0.000010281801,2
3_6,458009.685823543812,3460 BCE-12-18 04:27:35,-3459,BCE,3460,12,18,04:27:35,Julian,saturn,18,Approaching perihelion,450659.188834670116,3480 BCE-11-02 16:31:55,1326607140.162581682205,1474369342.750200271606,147762202.587618589401,147762202.587619930506,-0.000010281801,2
3_6,464780.636973826506,3441 BCE-07-02 03:17:15,-3440,BCE,3441,7,2,03:17:15,Julian,saturn,19,Receding from perihelion,461391.919656414131,3450 BCE-03-23 10:04:18,1324088160.898160696030,1475047563.980074644089,150959403.081913948059,150959403.081911444664,-0.000010281801,2
3_6,468693.313295493426,3430 BCE-03-19 19:31:09,-3429,BCE,3430,3,19,19:31:09,Julian,saturn,19,Approaching perihelion,461391.919656414131,3450 BCE-03-23 10:04:18,1324088160.898160696030,1475775817.545197725296,151687656.647037029266,151687656.647035449743,-0.000010281801,2
3_6,475550.672236913175,3412 BCE-12-27 04:08:01,-3411,BCE,3412,12,27,04:08:01,Julian,saturn,20,Receding from perihelion,472174.629413838848,3421 BCE-09-29 03:06:21,1326293947.710240602493,1474388824.183860301971,148094876.473619699478,148094876.473619610071,-0.000010281801,2
3_6,479559.481640957587,3401 BCE-12-17 23:33:34,-3400,BCE,3401,12,17,23:33:34,Julian,saturn,20,Approaching perihelion,472174.629413838848,3421 BCE-09-29 03:06:21,1326293947.710240602493,1474041360.750159263611,147747413.039918661118,147747413.039918631315,-0.000010281801,2
3_6,486300.631767733197,3382 BCE-06-03 03:09:45,-3381,BCE,3382,6,3,03:09:45,Julian,saturn,21,Receding from perihelion,482921.192373562022,3391 BCE-03-02 16:37:01,1323346954.581706523895,1475324957.194254398346,151978002.612547874451,151978002.612548887730,-0.000010281801,2
3_6,490246.829588049615,3371 BCE-03-23 07:54:36,-3370,BCE,3371,3,23,07:54:36,Julian,saturn,21,Approaching perihelion,482921.192373562022,3391 BCE-03-02 16:37:01,1323346954.581706523895,1475128037.084921121597,151781082.503214597702,151781082.503214806318,-0.000010281801,2
3_6,497036.804927725694,3353 BCE-10-24 07:19:06,-3352,BCE,3353,10,24,07:19:06,Julian,saturn,22,Receding from perihelion,493693.653302274179,3362 BCE-08-30 03:40:45,1325708963.844098329544,1472552160.366436243057,146843196.522337913513,146843196.522338300943,-0.000010281801,2
3_6,501115.651639805466,3342 BCE-12-25 03:38:22,-3341,BCE,3342,12,25,03:38:22,Julian,saturn,22,Approaching perihelion,493693.653302274179,3362 BCE-08-30 03:40:45,1325708963.844098329544,1473680742.719657659531,147971778.875559329987,147971778.875558018684,-0.000010281801,2
3_6,507830.563819302130,3323 BCE-05-14 01:31:54,-3322,BCE,3323,5,14,01:31:54,Julian,saturn,23,Receding from perihelion,504458.529253923276,3332 BCE-02-18 00:42:08,1323000203.910581111908,1475322514.823116779327,152322310.912535667419,152322310.912537008524,-0.000010281801,2
3_6,511802.869498994260,3312 BCE-03-29 08:52:05,-3311,BCE,3312,3,29,08:52:05,Julian,saturn,23,Approaching perihelion,504458.529253923276,3332 BCE-02-18 00:42:08,1323000203.910581111908,1474932746.114671945572,151932542.204090833664,151932542.204090207815,-0.000010281801,2
3_6,518569.166086643585,3294 BCE-10-07 15:59:10,-3293,BCE,3294,10,7,15:59:10,Julian,saturn,24,Receding from perihelion,515221.347687144123,3303 BCE-08-07 20:20:40,1325215334.158317089081,1472297951.713315248489,147082617.554998159409,147082617.554999738932,-0.000010281801,2
3_6,522676.377953490883,3282 BCE-01-04 21:04:15,-3281,BCE,3282,1,4,21:04:15,Julian,saturn,24,Approaching perihelion,515221.347687144123,3303 BCE-08-07 20:20:40,1325215334.158317089081,1473618632.249722957611,148403298.091405868530,148403298.091408103704,-0.000010281801,2
3_6,529367.964948835666,3264 BCE-05-01 11:09:32,-3263,BCE,3264,5,1,11:09:32,Julian,saturn,25,Receding from perihelion,526006.684203616809,3273 BCE-02-17 04:25:15,1322671551.043350934982,1475044219.288649797440,152372668.245298862457,152372668.245298594236,-0.000010281801,2
3_6,533360.120755903190,3253 BCE-04-05 14:53:53,-3252,BCE,3253,4,5,14:53:53,Julian,saturn,25,Approaching perihelion,526006.684203616809,3273 BCE-02-17 04:25:15,1322671551.043350934982,1474759548.172610521317,152087997.129259586334,152087997.129257023335,-0.000010281801,2
3_6,540114.259019482066,3235 BCE-10-02 18:12:59,-3234,BCE,3235,10,2,18:12:59,Julian,saturn,26,Receding from perihelion,536751.424873429700,3244 BCE-07-18 22:11:49,1325009769.114878416061,1472210234.399060010910,147200465.284181594849,147200465.284185796976,-0.000010281801,2
3_6,544233.937143867835,3223 BCE-01-12 10:29:29,-3222,BCE,3223,1,12,10:29:29,Julian,saturn,26,Approaching perihelion,536751.424873429700,3244 BCE-07-18 22:11:49,1325009769.114878416061,1473735257.931547164917,148725488.816668748856,148725488.816672056913,-0.000010281801,2
3_6,550926.399922094308,3205 BCE-05-09 21:35:53,-3204,BCE,3205,5,9,21:35:53,Julian,saturn,27,Receding from perihelion,547562.875129989116,3214 BCE-02-23 09:00:11,1322826773.027968645096,1475175096.812839031219,152348323.784870386124,152348323.784871995449,-0.000010281801,2
3_6,554915.274856873439,3194 BCE-04-11 18:35:48,-3193,BCE,3194,4,11,18:35:48,Julian,saturn,27,Approaching perihelion,547562.875129989116,3214 BCE-02-23 09:00:11,1322826773.027968645096,1475004874.066011428833,152178101.038042783737,152178101.038049668074,-0.000010281801,2
3_6,561666.440534741501,3176 BCE-10-04 22:34:22,-3175,BCE,3176,10,4,22:34:22,Julian,saturn,28,Receding from perihelion,558295.321701908484,3185 BCE-07-12 19:43:15,1324851744.758922338486,1472008215.085234403610,147156470.326312065125,147156470.326316326857,-0.000010281801,2
3_6,565787.798648742842,3164 BCE-01-16 07:10:03,-3163,BCE,3164,1,16,07:10:03,Julian,saturn,28,Approaching perihelion,558295.321701908484,3185 BCE-07-12 19:43:15,1324851744.758922338486,1473741387.490965127945,148889642.732042789459,148889642.732040047646,-0.000010281801,2
3_6,572490.971925495076,3146 BCE-05-25 11:19:34,-3145,BCE,3146,5,25,11:19:34,Julian,saturn,29,Receding from perihelion,569116.787876152201,3155 BCE-02-27 06:54:32,1323267933.368358373642,1475454327.351571321487,152186393.983212947845,152186393.983214110136,-0.000010281801,2
3_6,576462.452480886597,3135 BCE-04-08 22:51:34,-3134,BCE,3135,4,8,22:51:34,Julian,saturn,29,Approaching perihelion,569116.787876152201,3155 BCE-02-27 06:54:32,1323267933.368358373642,1475389893.913901805878,152121960.545543432236,152121960.545546263456,-0.000010281801,2
3_6,583229.644638859900,3117 BCE-10-18 03:28:17,-3116,BCE,3117,10,18,03:28:17,Julian,saturn,30,Receding from perihelion,579845.573254152201,3126 BCE-07-14 01:45:29,1325105443.817593812943,1472032871.913532972336,146927428.095939159393,146927428.095935910940,-0.000010281801,2
3_6,587335.714340965031,3105 BCE-01-15 05:08:39,-3104,BCE,3105,1,15,05:08:39,Julian,saturn,30,Approaching perihelion,579845.573254152201,3126 BCE-07-14 01:45:29,1325105443.817593812943,1473888269.748563289642,148782825.930969476700,148782825.930982083082,-0.000010281801,2
3_6,594061.259661743883,3087 BCE-06-14 18:13:55,-3086,BCE,3087,6,14,18:13:55,Julian,saturn,31,Receding from perihelion,590674.587926062173,3096 BCE-03-07 02:06:37,1324013008.517636299133,1475726817.111387491226,151713808.593751192093,151713808.593754738569,-0.000010281801,2
3_6,598001.000653251540,3076 BCE-03-28 12:00:56,-3075,BCE,3076,3,28,12:00:56,Julian,saturn,31,Approaching perihelion,590674.587926062173,3096 BCE-03-07 02:06:37,1324013008.517636299133,1475855651.218625783920,151842642.700989484787,151842642.700993180275,-0.000010281801,2
3_6,604793.294966889429,3058 BCE-11-01 19:04:45,-3057,BCE,3058,11,1,19:04:45,Julian,saturn,32,Receding from perihelion,601393.852008827496,3067 BCE-07-12 08:26:54,1325432964.256425619125,1472267044.900288343430,146834080.643862724304,146834080.643858581781,-0.000010281801,2
3_6,608875.264772058115,3046 BCE-01-04 18:21:16,-3045,BCE,3046,1,4,18:21:16,Julian,saturn,32,Approaching perihelion,601393.852008827496,3067 BCE-07-12 08:26:54,1325432964.256425619125,1473743056.514262199402,148310092.257836580276,148310092.257836043835,-0.000010281801,2
3_6,615632.374159059371,3028 BCE-07-05 20:58:47,-3027,BCE,3028,7,5,20:58:47,Julian,saturn,33,Receding from perihelion,612225.161007991177,3037 BCE-03-07 15:51:51,1325108110.647771835327,1476077059.185020208359,150968948.537248373032,150968948.537252455950,-0.000010281801,2
3_6,619531.778528411523,3017 BCE-03-09 06:41:05,-3016,BCE,3017,3,9,06:41:05,Julian,saturn,33,Approaching perihelion,612225.161007991177,3037 BCE-03-07 15:51:51,1325108110.647771835327,1476297102.920672655106,151188992.272900819778,151188992.272900700569,-0.000010281801,2
3_6,626367.968003605492,2999 BCE-11-26 11:13:56,-2998,BCE,2999,11,26,11:13:56,Julian,saturn,34,Receding from perihelion,622943.251906432095,3008 BCE-07-11 18:02:45,1326052265.954349756241,1473096881.751186370850,147044615.796836614609,147044615.796831250191,-0.000010281801,2
3_6,630404.366588687291,2988 BCE-12-14 20:47:53,-2987,BCE,2988,12,14,20:47:53,Julian,saturn,34,Approaching perihelion,622943.251906432095,3008 BCE-07-11 18:02:45,1326052265.954349756241,1473566167.824787616730,147513901.870437860489,147513901.870433986187,-0.000010281801,2
3_6,637196.478308022721,2969 BCE-07-19 23:28:46,-2968,BCE,2969,7,19,23:28:46,Julian,saturn,35,Receding from perihelion,633767.305979903438,2978 BCE-02-28 19:20:37,1326114387.774006366730,1476488470.148184299469,150374082.374177932739,150374082.374178737402,-0.000010281801,2
3_6,641058.287064202246,2958 BCE-02-14 18:53:22,-2957,BCE,2958,2,14,18:53:22,Julian,saturn,35,Approaching perihelion,633767.305979903438,2978 BCE-02-28 19:20:37,1326114387.774006366730,1476284830.411641836166,150170442.637635469437,150170442.637627780437,-0.000010281801,2
3_6,647961.934551239247,2939 BCE-01-09 10:25:45,-2938,BCE,2939,1,9,10:25:45,Julian,saturn,36,Receding from perihelion,644482.668637532624,2949 BCE-07-01 04:02:50,1326772729.945396661758,1475253659.855436563492,148480929.910039901733,148480929.910039812326,-0.000010281801,2
3_6,651915.031120697618,2929 BCE-11-05 12:44:49,-2928,BCE,2929,11,5,12:44:49,Julian,saturn,36,Approaching perihelion,644482.668637532624,2949 BCE-07-01 04:02:50,1326772729.945396661758,1473605376.758725643158,146832646.813328981400,146832646.813331007957,-0.000010281801,2
3_6,658760.199874107493,2910 BCE-08-03 16:47:49,-2909,BCE,2910,8,3,16:47:49,Julian,saturn,37,Receding from perihelion,655302.700598283904,2919 BCE-02-14 04:48:52,1327396346.871324300766,1477145005.917933464050,149748659.046609163284,149748659.046605676413,-0.000010281801,2
3_6,662578.301460217917,2899 BCE-01-15 19:14:06,-2898,BCE,2899,1,15,19:14:06,Julian,saturn,37,Approaching perihelion,655302.700598283904,2919 BCE-02-14 04:48:52,1327396346.871324300766,1476149496.144534111023,148753149.273209810257,148753149.273209750652,-0.000010281801,2
3_6,669500.787441964727,2881 BCE-12-29 06:53:55,-2880,BCE,2881,12,29,06:53:55,Julian,saturn,38,Receding from perihelion,666014.522529065609,2890 BCE-06-14 00:32:27,1327308993.061730384827,1475313025.287008523941,148004032.225278139114,148004032.225277721882,-0.000010281801,2
3_6,673285.559530896135,2870 BCE-05-11 01:25:43,-2869,BCE,2870,5,11,01:25:43,Julian,saturn,38,Approaching perihelion,666014.522529065609,2890 BCE-06-14 00:32:27,1327308993.061730384827,1479656870.641849279404,152347877.580118894577,152347877.580118298531,-0.000010281801,2
3_6,680314.699106262531,2851 BCE-08-08 04:46:43,-2850,BCE,2851,8,8,04:46:43,Julian,saturn,39,Receding from perihelion,676823.753092604340,2860 BCE-01-16 06:04:27,1328463437.506587266922,1478011514.388324499130,149548076.881737232208,149548076.881737828255,-0.000010281801,2
3_6,684090.762240302982,2841 BCE-12-09 06:17:38,-2840,BCE,2841,12,9,06:17:38,Julian,saturn,39,Approaching perihelion,676823.753092604340,2860 BCE-01-16 06:04:27,1328463437.506587266922,1475787578.966995477676,147324141.460408210754,147324141.460411667824,-0.000010281801,2
3_6,691024.662851637229,2822 BCE-12-04 03:54:30,-2821,BCE,2822,12,4,03:54:30,Julian,saturn,40,Receding from perihelion,687536.688059171429,2831 BCE-05-17 04:30:48,1328022825.435053348541,1475190432.651807069778,147167607.216753721237,147167607.216754108667,-0.000010281801,2
3_6,694779.802797124023,2811 BCE-03-16 07:16:02,-2810,BCE,2811,3,16,07:16:02,Julian,saturn,40,Approaching perihelion,687536.688059171429,2831 BCE-05-17 04:30:48,1328022825.435053348541,1479381417.915930509567,151358592.480877161026,151358592.480900973082,-0.000010281801,2
3_6,701859.759132986772,2792 BCE-08-03 06:13:09,-2791,BCE,2792,8,3,06:13:09,Julian,saturn,41,Receding from perihelion,698338.261408626451,2802 BCE-12-12 18:16:26,1329227112.495130062103,1479023943.877979993820,149796831.382849931717,149796831.382852882147,-0.000010281801,2
3_6,705581.751561692334,2782 BCE-10-12 06:02:15,-2781,BCE,2782,10,12,06:02:15,Julian,saturn,41,Approaching perihelion,698338.261408626451,2802 BCE-12-12 18:16:26,1329227112.495130062103,1476331030.976721525192,147103918.481591463089,147103918.481591433287,-0.000010281801,2
3_6,712535.533748206915,2763 BCE-10-26 00:48:36,-2762,BCE,2763,10,26,00:48:36,Julian,saturn,42,Receding from perihelion,709049.679816032411,2772 BCE-04-10 04:18:56,1328329265.644623756409,1475223278.537829637527,146894012.893205881119,146894012.893207281828,-0.000010281801,2
3_6,716290.265601504245,2752 BCE-02-04 18:22:28,-2751,BCE,2752,2,4,18:22:28,Julian,saturn,42,Approaching perihelion,709049.679816032411,2772 BCE-04-10 04:18:56,1328329265.644623756409,1477964256.942884922028,149634991.298261165619,149634991.298262596130,-0.000010281801,2
3_6,723399.120028129662,2733 BCE-07-23 14:52:50,-2732,BCE,2733,7,23,14:52:50,Julian,saturn,43,Receding from perihelion,719842.781863905955,2743 BCE-10-28 06:45:53,1329994010.686152935028,1480301300.306429386139,150307289.620276451111,150307289.620245665312,-0.000010281801,2
3_6,726959.453801930416,2723 BCE-04-22 22:53:28,-2722,BCE,2723,4,22,22:53:28,Julian,saturn,43,Approaching perihelion,719842.781863905955,2743 BCE-10-28 06:45:53,1329994010.686152935028,1482251054.661498785019,152257043.975345849991,152257043.975345849991,-0.000010281801,2
3_6,734053.657912780996,2704 BCE-09-24 03:47:24,-2703,BCE,2704,9,24,03:47:24,Julian,saturn,44,Receding from perihelion,730560.328680622508,2713 BCE-03-01 19:53:18,1328439959.704314708710,1476037880.737920522690,147597921.033605813980,147597921.033605515957,-0.000010281801,2
3_6,737807.412400366622,2693 BCE-01-03 21:53:51,-2692,BCE,2693,1,3,21:53:51,Julian,saturn,44,Approaching perihelion,730560.328680622508,2713 BCE-03-01 19:53:18,1328439959.704314708710,1476575609.728689670563,148135650.024374961853,148135650.024374425411,-0.000010281801,2
3_6,744925.858667902299,2674 BCE-07-01 08:36:29,-2673,BCE,2674,7,1,08:36:29,Julian,saturn,45,Receding from perihelion,741345.676590841380,2684 BCE-09-11 04:14:17,1330218148.962088346481,1481509104.596881151199,151290955.634792804718,151290955.634793937206,-0.000010281801,2
3_6,748475.458974154782,2664 BCE-03-19 23:00:55,-2663,BCE,2664,3,19,23:00:55,Julian,saturn,45,Approaching perihelion,741345.676590841380,2684 BCE-09-11 04:14:17,1330218148.962088346481,1481658680.014893293381,151440531.052804946899,151440531.052806735039,-0.000010281801,2
3_6,755571.900585294585,2645 BCE-08-23 09:36:51,-2644,BCE,2645,8,23,09:36:51,Julian,saturn,46,Receding from perihelion,752063.369568777038,2654 BCE-01-14 20:52:11,1328385439.444023370743,1477285575.972729682922,148900136.528706312180,148900136.528705030680,-0.000010281801,2
3_6,759324.933401558781,2635 BCE-12-02 10:24:06,-2634,BCE,2635,12,2,10:24:06,Julian,saturn,46,Approaching perihelion,752063.369568777038,2654 BCE-01-14 20:52:11,1328385439.444023370743,1475494776.190249443054,147109336.746226072311,147109336.746229350567,-0.000010281801,2
3_6,766445.494055604562,2615 BCE-05-31 23:51:26,-2614,BCE,2615,5,31,23:51:26,Julian,saturn,47,Receding from perihelion,762851.255527632777,2625 BCE-07-28 18:07:58,1330300994.440012931824,1482441200.133225202560,152140205.693212270737,152140205.693208992481,-0.000010281801,2
3_6,770007.153186788550,2605 BCE-03-01 15:40:35,-2604,BCE,2605,3,1,15:40:35,Julian,saturn,47,Approaching perihelion,762851.255527632777,2625 BCE-07-28 18:07:58,1330300994.440012931824,1481013602.979115247726,150712608.539102315903,150712608.539102315903,-0.000010281801,2
3_6,777088.963283814956,2586 BCE-07-22 11:07:08,-2585,BCE,2586,7,22,11:07:08,Julian,saturn,48,Receding from perihelion,773573.102105917525,2596 BCE-12-05 14:27:02,1328006924.082275629044,1478459152.261873722076,150452228.179598093033,150452228.179593414068,-0.000010281801,2
